air_date,card
"Feb 2nd, 2017","Trucks and miscellaneous construction equipment emit a piercing 'beep-beep-beep' noise when they back up. I've always assumed this sound was a response to past litigation. Insurance companies, seeking to avoid lawsuits, decided this was a defendable way to warn stupid people that a large vehicle was sneaking up on them. In other words, flattened morons can't sue a construction company if they are duly alerted by a series of shrieking beeps. Now I should make clear, I'm totally in favor of signaling dumbasses. But what I do not support is the 'beep-beep-beeping' happening every friggin' morning at the break of friggin' dawn. Who's up to be run over that early?! And I'll take it one step further. I think the drivers of these vehicles back up way more than necessary. I think they secretly enjoy the fact that they're waking up people for miles around. I think they think, ""I'm up early, so screw you, you get up too."" So anyway... that's what I think. I have no solution to this situation. I just wanted these people to know that I'm on to them, and I hate them."
"Jan 19th, 2017",* * *
"Jan 12th, 2017","An Open Letter to Julian Assange Dear Jules, Belated congrats on your whole Mr. Robot thing. You promised to use the Internet to expose and bring down all the corrupt bastards ruining our world, and boy did you almost follow through. Julie baby! Boychick! The job's only half-way done! You need to show us you're not just another gun for hire and hose down the other mosh pit. You know what I'm talking about. The tax returns, the out-takes, maybe even some freaky-deaky-golden-leaky beauty pageant video action. Time to step up, J-man. If you wanna be a cyber Fidel, or a digital Che, or a virtual Ho, you've gotta stop stuffing your face with arroz con pollo and get to work. It's time to go all Talking Heads on this situation. Burning down the house, bubelah! You're one wikiwacky-leak away from being a hero. Or maybe a martyr. Ecuadorean potato soup, Ecuadorean puhtahto soup, they're usually the same thing. Hugs to Vlad, Chuck P.S. Love your hair, very nouveau Morlock"
"Jan 5th, 2017",Nothing to read here. Move along.<br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/> Hey! I'm talking to you!
"Dec 15th, 2016",
"Dec 8th, 2016","I believe we are not by nature flawed. To believe that we are is the ultimate narcissism. It would mean that out of all creation, we, and only we, are inherently broken. Instead, I have come to believe that western culture, beginning ten thousand years ago with communal agriculture, is the thing that is flawed.* When humankind abandoned hunting and gathering, and began to work the land is when it fell from grace. It is when we were expelled from Eden and began our endless search for meaning. When tribes became villages, became towns, became cities, became nations, is when we descended into insanity. The destruction that followed required us to invent laws and wrathful gods to curb the madness. But we are not by nature mad. We were driven to behave madly by a culture we created and then forgot we were in. Which raises the question, what now? A return to foraging doesn't seem like much of an option. The wisdom needed to support that lifestyle took thousands of years to accumulate and is now long forgotten. Perhaps a constructive first step might be to simply acknowledge that the fabric of our existence is badly torn. And that the tear began long ago, when we lost faith in the world. When we decided this miraculous garden would not, or could not, provide. Step two would be embracing the fact that there's nothing inherently wrong with us, that we are masterpieces of biological engineering. And step three... well, that would be a new way of thinking. One that is not sickened by a zero-sum culture. Sadly, if you're reading this, you will not be the one thinking those new thoughts. You probably won't even recognize them when they come. If anything, they will appear as a threat to you. And just to be clear, I include myself in this group. We are all hopelessly shackled to the old way of thinking. Perhaps a child is being born right now who will make the breakthrough. Or perhaps it will emerge from some form of artificial intelligence. In the meantime... gee, I don't know, I guess we watch sitcoms. * Special thanks to Daniel Quinn."
"Dec 1st, 2016","I don't know about you, but I've been spending most of my free time in the land of Not Yet. If you're unfamiliar with it, Not Yet is a happy place where all the bad things that seem likely to occur have not happened... yet. I like to think of it as a shimmering, shivering soap bubble whose fragile beauty is only made greater by the knowledge that it will soon burst, making way for the dark realm of You Gotta Be Kidding Me. But not now. Not Yet. And yes, I would love to say Not Ever, but that place doesn't exist."
"Nov 24th, 2016","For  the  sake  of  my  mental  health  I  am  taking  a  break  from  watching TV  news.    I  am  also  avoiding  newspapers  and  news  websites.    I  am, for  better  or  worse,  sticking  my  head  in  the  sand.    I  have  no choice.    Continued  engagement  with  current  events  is  just  too painful.    I  will  instead  fill  my  time  with  friends,  family,  music, meditation,  golf,  novels,  sports  and  movies.    And  yes,  I  could  be accused  of  apathy,  of  being  a  sulky  sore  loser.    And  perhaps  I am.    I  don't  care.    I  need  some  time  to  regroup.    To  allow  my  grief and revulsion  to  morph  into  something  positive.    Something productive.    Sitting  around  and  worrying  about  the  global  rise  of fascism is so 1938."
"Nov 17th, 2016","I'm confused. Are we not supposed to pay taxes anymore? Or is that option just available for smart people? Also, where did we wind up on crotch grabbing? Just for famous people or is it something anyone can do now?"
"Nov 10th, 2016",Uh-oh.
"Nov 3rd, 2016","Don't be fooled. Big Daddy can't save us. Our salvation lies within ourselves. Within our own ingenuity and determined effort. ""Make America great again"" is a bumper sticker for victimhood. But we are not victims. We are the creators of opportunity. Sure the system's rigged. It always has been. So what?! We are a nation of immigrants who have consistently ignored the rigging. You won't let us join your club? %#&@ you, we'll start our own club. You won't let us go to your school? %#&@ you, we'll start our own school. You won't let us earn money your way? %#&@ you, we'll earn it our way. You won't give us a chance here? %#&@ you, we will go elsewhere. You want to know what makes America great? I got two words for you."
"Oct 27th, 2016","You can laugh at the human predicament. You can laugh at yourself. You can laugh because the alternative is crying. You can laugh because a truism has been exposed. You can laugh at the weakness, stupidity and failures of others. You can laugh because you identify. You can laugh to be polite. You can laugh from surprise. You can laugh from nervousness. You can laugh at the futility of it all. You can laugh at the antics of animals. You can laugh because it hurts. You can laugh because others are laughing. You can laugh at tragedy if enough time has passed. You can laugh at the statement, ""This is no laughing matter."" I could go on, but clearly there are many reasons to laugh. As a fun homework assignment, I encourage you to look for others, write them down and don't send them to me."
"Oct 17th, 2016","A Nonpartisan, Nondenominational Prayer for America God, please make this election be over soon. Amen."
"Oct 10th, 2016","Barack Obama taught me how to smile. Perhaps I should explain. I've been lucky enough to have met and had my picture taken with the President on several occasions. Politics aside, it's an amazingly cool thing to spend a moment with a man who is a living part of history. (And no matter what your politics, you have to be a little grateful that history didn't end during his tenure.) Anyway, the smile. Each time I received my ridiculously expensive, suitable-for-framing photograph of me and the POTUS, there I'd be, staring into the camera with a tight-lipped, rictus grin stitched into my face. And there he'd be, hand dangling loosely over my shoulder, with an ear-to-ear smile that showed a whole lot of gleaming teeth. And guess who looked better? Guess who looked like he was having a good time? There was no question that I needed to make some changes, beginning with a tube of whitening toothpaste. Then I had to practice that smile in front of a camera. At first the whole toothy thing felt strange and forced. I was sure I looked like an escapee from a mental institution who had been interrupted while devouring a squirrel. But the results were unquestionable. Despite how I might have been feeling, I almost always looked as if I was happy and relaxed. All of which explains why his term in office might be coming to a close, but I will keep his smile with me forever."
