name,age,location,link,about,height,hair_color,body_art
LekkerRene,31,Durban,https://juicy-adult.com/#/public/yGMLDvQqe,"Looking for a hunky male to spend some time with, and enjoy a good cuddle now and then.",Not Given,Not Given,Earrings
youfindmesexy,29,Durban,https://juicy-adult.com/#/public/H18H-QaRE,Sexy black girl with a very high sex drive looking to meet a man that can satisfy me well in bed. Get in touch just might be worth you’re while ;),Not Given,Not Given,Not Given
CarolePlays,28,Durban,https://juicy-adult.com/#/public/H1yF2cFcB,Looking to expand my sexual forefront with a knowledgeable partner. Are you hot? I am quite skinny too so if you like this then let's chat and maybe play later on!,Not Given,Not Given,Not Given
MsMiranda,30,Durban,https://juicy-adult.com/#/public/SJxzw6_mer,"MsMiranda here! One plus one might equal two, but it could equal me and you too!",Not Given,Dark brown,Earrings
ThickSAblonde,31,Durban,https://juicy-adult.com/#/public/BJN_Z7pA4,Thick South African Blonde in need of some loving on the side. Message me boys and let's have fun.,Not Given,Blonde,Not Given
SweeTTee,24,Durban,https://juicy-adult.com/#/public/HkJZzQTRN,I'm an Indian clean young law student looking for fun. I'm willing to have a relationship if the right guy comes along. Preferably Dominant Mature men. Any race is welcome :),Not Given,Black,Not Given
BraidBoxx,38,Durban,https://juicy-adult.com/#/public/Bk86sHoqB,I'm a married woman looking for a bit of excitement on the side! I don't mind age and looks very much as long as you can make me really hot and wet!!! xx,Not Given,Black,Earrings
BreeBrie,22,Durban,https://juicy-adult.com/#/public/BktFPbV4H,I'm looking for an older guy for fun and travel! Someone to spoil me with all the finer things in life...,Not Given,Black,Earrings
BcurrantLips,28,Durban,https://juicy-adult.com/#/public/BynpEPXbS,Relationships are overrated so all I want and need is sex with a like-minded guy without commitments! If this is your thing as well then feel free to drop me a line whenever and I will reply as soon as I see it! Hot wet kisses!!,"1.63m (5' 4"")",Black,More than one
slipNslide,29,Durban,https://juicy-adult.com/#/public/ryTH7_Ssv,Do you think that you can handle me? I have very soft hands and I love to use my mouth too in doing a lot of nice sexy things!,Not Given,Black,A secret one
LiezlFORpres,30,Durban,https://juicy-adult.com/#/public/Syr8-QT0E,"If you are into Voluptuous ladies, look no further. I'm looking for some sexual attention. 
Married woman so discretion is a must!",Not Given,Not Given,Not Given
sexyLOLO,31,Durban,https://juicy-adult.com/#/public/BkvjKVRkr,Unhappily married to a man that doesn't appreciate me! He is always away working and I have a nagging feeling that he is cheating on me! I am looking for something discrete! A new adventure with a naughty open-minded man that will make me feel really nice things!,Not Given,Not Given,More than one
BlondeCharlie,31,Durban,https://juicy-adult.com/#/public/rkcvt4CJH,Sexy naughty blonde seeking lots of pleasure before I settle down. I am very wild!,Not Given,Blonde,Not Given
jollyDOM,33,Durban,https://juicy-adult.com/#/public/B1xZBAY0Fw,"I am a very dominant woman, both in and out of the bedroom! I am looking for a submissive guy to play with! I enjoy face-sitting and being in-charge!",Not Given,Black,Earrings
SexyloveKarin,37,Durban,https://juicy-adult.com/#/public/B1Ds-7TC4,I'm divorced and ready to live my life and have lots of amazing sex. It's something that was lacking in my previous marriage!,Not Given,Not Given,Not Given
Blondieambition,32,Durban,https://juicy-adult.com/#/public/HymsWQ604,"Hi guys, i'm a beautiful girl engaged looking for no strings attached relationships. Looking for some fun before i settle down haha",Not Given,Blonde,Not Given
RideorDieChels,35,Durban,https://juicy-adult.com/#/public/S1q0-X6AN,"I'm Chelsea, Jozi raised gal looking for fun males to hang out and create sexy unforgettable memories. Married men are welcome. I don't discriminate ;)",Not Given,Not Given,Tattoo
Desperateforsum,35,Durban,https://juicy-adult.com/#/public/H1vgQzm6CV,Divorced and desperate for sex. Looking for strong dominant men to use my body as he wants. Open and broadminded in the bedroom.,Not Given,Not Given,Tattoo
FillMEwCum,33,Durban,https://juicy-adult.com/#/public/B1le_-X6RN,"I'm here for the sex and that's IT! Nothing more, nothing less! I enjoy kissing, a lot of oral and a few other things that you will get to discover when you get to know me more!",Not Given,Not Given,Not Given
BeingRoxy,22,Durban,https://juicy-adult.com/#/public/r1gjDZX6A4,22 year old kinky gal always willing to try new things. I am not the type to have a boyfriend as I believe i don't want to be tied to one man. I like to change things up a bit ;),Not Given,Not Given,Not Given
TattedNat,29,Durban,https://juicy-adult.com/#/public/SkbHWcN0JB,"This miss ain't no stranger to the sheets, if you aint freakin then we ain't speaking. I want you to get in so deep that you touch my soul.",Not Given,Not Given,Tattoo
PrimPriya,30,Durban,https://juicy-adult.com/#/public/S127ZmaCN,Do your true colours come out when the sun goes down? Mine does... Let's see who's colours are brighter... or darker...,Not Given,Not Given,Not Given
BoitumeloD,27,Durban,https://juicy-adult.com/#/public/rJ4An_2rD,"I like to keep it nasty, freaky and adventurous. Let me know if you know you can keep up!",Not Given,Black,Earrings
Maaryazbody,31,Durban,https://juicy-adult.com/#/public/H1A2bzQ604,"Beautiful body keen to explore my sexual interests more, I love to tease and talk dirty. Who wants to experiment with me?",Not Given,Not Given,Not Given
Upbeatbabe,31,Durban,https://juicy-adult.com/#/public/rJblIKER1B,sweet and sassy wants a real man to satisfy me. Any nice sexy men out there looking for a hot babe with a high libido? Let's see those hands ;),Not Given,Not Given,Not Given
Mbali,30,Durban,https://juicy-adult.com/#/public/HJKQAX0AV,"My body is my temple and everything that goes in it is reflected by how my body looks and feels. If you know what happens in a temple then you're the kind guy I'm looking for. Just like my name, I'm a flower, well rooted in the ground, growing toward the sun.",Not Given,Not Given,Not Given
BombSquad,19,Middelburg,https://juicy-adult.com/#/public/WVHyKJ9lB,"Do I need to write a cheesy pick-up line, or can we just jump straight to engaging?",Not Given,Dark blonde,Earrings
RoughAndTough,32,Middelburg,https://juicy-adult.com/#/public/HyXOeHvsL,"Most days I have ""rough days"" so I really just want someone to give me a ""rough night""",Not Given,Black,Earrings
honeybubbles,37,Abbotsford,https://juicy-adult.com/#/public/rygetyYN0D,"Life is all about living it baby!  I love living on the edge and having fun, I love to laugh and am not afraid to speak my mind.  I am looking for an intellectual with a serious naughty side, who is not afraid to go the extra mile to achieve satisfaction.",Not Given,Black,Not Given
PlayTango,26,Port Elizabeth,https://juicy-adult.com/#/public/SkxSZkcUrB,"If My picture made you stare for quite a while, then it is probably best that you direct message me your life story","1.67m (5' 6"")",Dark brown,Not Given
ForbiddenAngela,28,Port Elizabeth,https://juicy-adult.com/#/public/BJCDOOwxH,Recently moved to P.E and needing some sexual attention. Hope there are some guys out there interested in a beautiful African queen. Send me a message :),Not Given,Not Given,Not Given
LusciousKay,31,Port Elizabeth,https://juicy-adult.com/#/public/SJjXBDQZS,"Don't be a tease, send me one picture and baby just spank me one more time!",Not Given,Not Given,More than one
SexyCarnage,36,Port Elizabeth,https://juicy-adult.com/#/public/rkrZuV7eL,Passionate Cake baker looking for a little bit of fun before shit hits the fan...,Not Given,Black,None
NaughtyangelSA,25,Port Elizabeth,https://juicy-adult.com/#/public/B1bvd_uweB,"Living at home with my parents so cannot host. I love to dress up in kinky outfits. Looking for something discreet, Message me interested. Older guys are welcome too :)",Not Given,Not Given,Not Given
SuperExtreme,34,Port Elizabeth,https://juicy-adult.com/#/public/SygqzTcd9S,Married mom who has some time to spare to do the unthinkable with someone out of this world,Not Given,Black,None
Notreallyblonde,34,Port Elizabeth,https://juicy-adult.com/#/public/rkQwO_wgB,"Hello guys, Divorced confident lady looking for a nice man to fill the broken heart with some love again and possibly some naughty fun too :)",Not Given,Not Given,Not Given
Recklessmoan,35,Port Elizabeth,https://juicy-adult.com/#/public/HJe_V63VbB,I’ve been very bold and need to be punished. I want you to spank me until I cry,Not Given,Not Given,Not Given
SweetPsycho,25,Port Elizabeth,https://juicy-adult.com/#/public/rkGEyWTzL,...Can you guess why I am here?,Not Given,Not Given,Tattoo
RedAndDirty,30,Port Elizabeth,https://juicy-adult.com/#/public/r1Zlf5-fWH,"They say redheads are dangerous, well I'm on here to prove just how bad we can really be.",Not Given,Auburn/Red,None
BentOverBack,33,Port Elizabeth,https://juicy-adult.com/#/public/r1JXJFV0P,My hands. My hips. My lips. Your body. This Sounds Like An Amazing Plan. Where would you put it first?,Not Given,Dark brown,Earrings
CaramelApple,20,Port Elizabeth,https://juicy-adult.com/#/public/Sk1t0VJEH,"For me, the best aphrodisiacs are words. The G-spot is in the ears. He who looks for it below there is wasting his time.”",Not Given,Not Given,Piercing
QueenBerny,33,Port Elizabeth,https://juicy-adult.com/#/public/H1bzG7pAE,Seeking a decent guy for NSA fun. I am divorced and experienced ;) Looking for any man that can handle all this and maybe even show me something new.,Not Given,Black,Tattoo
margoqq,35,Port Elizabeth,https://juicy-adult.com/#/public/H1HjMBdpP,Matured goddess looking for some fun on the side. Can you be my fun on the side?,Not Given,Not Given,Tattoo
SexymumAkhona,34,Port Elizabeth,https://juicy-adult.com/#/public/rkJ7dF_gB,Would like to meet well endowed young or older guys. I am looking for either a relationship or just sex.,Not Given,Not Given,More than one
vanillaJuice,29,Port Elizabeth,https://juicy-adult.com/#/public/S1x6NwQWS,"Sugar, spice, and everything nice is what I am all about! Hit me up if you want to have a taste of my sexy juices and flavors! Rrrrrrr!",Not Given,Not Given,Not Given
PinkPaws,25,Port Elizabeth,https://juicy-adult.com/#/public/H1tyXTh8S,I heard you joined a dating site to find the girl of your dreams.. I can tell you about a real female and where exactly to find her.,Not Given,Black,Earrings
SexyLogger,23,Port Elizabeth,https://juicy-adult.com/#/public/-uBJvdyT7,"I want you to rock my body all night long, We can go fast, we can go slow, we set the pace for how we wanna go",Not Given,Dark brown,None
VegasEmpress,27,Port Elizabeth,https://juicy-adult.com/#/public/rklJHbtNCD,"Sunscreen, sun-kissed, hydrate. Repeat. I'm all about the good times and tan lines.",Not Given,Not Given,Tattoo
PeppermintKiss,24,Port Elizabeth,https://juicy-adult.com/#/public/kn9aBsD2G,"I need some fresh vibes and energy in my life, no drama, just some good loving fun",Not Given,Not Given,Not Given
Sensaint,26,Port Elizabeth,https://juicy-adult.com/#/public/SyxkXU_UBr,"I am special you know. Named after a city Milan, I was born to see the world..",Not Given,Dark blonde,Earrings
LegalDarsha,31,Port Elizabeth,https://juicy-adult.com/#/public/SkXmOu_vxr,"Hi sexy guys, I'm a fun loving professional who enjoys life to the fullest, I'm also quite naughty :)",Not Given,Not Given,Not Given
ScorpionEye,30,Port Elizabeth,https://juicy-adult.com/#/public/ByV72oBPH,Do you have a hobby that other people could consider cool or out of the ordinary? I do.,Not Given,Auburn/Red,More than one
PurpleGoddess,36,George,https://juicy-adult.com/#/public/HkVeexVjL,I would love to meet someone that can help me unwind for a bit and have a good time. I am very open minded so yes I don't shy away from experiments,Not Given,Other,Tattoo
Voluptiouskitty,30,George,https://juicy-adult.com/#/public/Sk-2gr2egr,"I'm no stranger to experimentation and if you are willing and capable, i promise you I will change your life;)",Not Given,Not Given,Tattoo
YoungNBad,28,George,https://juicy-adult.com/#/public/r12Ra4T4H,Im into Bondage and Bdsm but I am open to trying new things as well. Its the adventurous nature I own.,Not Given,Blonde,Tattoo
bandiblu,30,Paarl South,https://juicy-adult.com/#/public/SJgBZprPgH,"I am friendly and nice.  I love spending time indoors, being creative in the bedroom.  I love watching the sunset in the nude, especially on long summer nights.  I am looking for a tall, dark and handsome man to share my passions,  spend time with and have fun.",Not Given,Black,None
MsDangerRanger,30,Somerset West,https://juicy-adult.com/#/public/SJHnZ_OzH,I decided to dedicate some time for myself. After all you are your own biggest asset right? Just some fun is what Im after,Not Given,Black,More than one
SexualLionness,25,Durbanville,https://juicy-adult.com/#/public/S1clHwm-S,,Not Given,Black,Tattoo
AfroDolly,23,Durbanville,https://juicy-adult.com/#/public/S1x7SwX-S,"I'm a bad girl so it's only obvious that I need a bad boy to hold me down. I'll allow you to grab my hair, It gives me the shivers",Not Given,Black,More than one
xxRaWnHardxx,29,Cape Town,https://juicy-adult.com/#/public/BJ6nImpRN,"I am looking for a guy that will totally rock my world! Nothing serious! Could be a one-off, or regular! I am open to the idea of threesomes, MMF or FFM! Holla!",Not Given,Not Given,More than one
SpicyZeynap,25,Cape Town,https://juicy-adult.com/#/public/BJDERXCyr,"I am a youthful spirit, looking for a spicy male who is up for a challenge that will lead to amazing benefits.",Not Given,Not Given,Earrings
spicykarabo,21,Cape Town,https://juicy-adult.com/#/public/SkxLBGmaC4,"I just recently 21 and I am very excited to try out so many things that I have heard my friends talking about. I have always had a thing for guys a bit older than I am! Let's play! Casual is fun, or a mutual benefit relationship would be cool too!",Not Given,Not Given,Not Given
AutumnSurf,19,Cape Town,https://juicy-adult.com/#/public/H1zZlqhlZr,"Looking for a free spirit and good energy.
I've been fortunate enough to have travelled and seen beautiful beaches and landscapes, Love nature, hiking, good food, wild sex, laughter is my cure and medicine :)",Not Given,Not Given,Not Given
MesmerizingKezH,25,Cape Town,https://juicy-adult.com/#/public/SJbM0zujxS,On that bad girlhood. You ain't playing around with no good girl. I could sing you a song but only if you bad,Not Given,Dark brown,Tattoo
SexyVixen,23,Cape Town,https://juicy-adult.com/#/public/pkBOTJXFv,"If you can give me a beautiful night under the stars, you will win my heart. Nights under the stars call for endless possibilities if you know what I mean :)",Not Given,Not Given,Earrings
SlimCatx,23,Cape Town,https://juicy-adult.com/#/public/rk9d-XTAN,I am in S.A to study and would love to hook up with new guys for casual fun! I find that sex with random people without a lot of commitments really works great for me!! PS: I really like it from the back!! ;-),Not Given,Not Given,Not Given
QueenDutch,29,Cape Town,https://juicy-adult.com/#/public/SJYFJslmP,Every queen wants a king but just note that Im pretty fine running my castle by myself,Not Given,Light brown,Earrings
sweetsparkle,26,Cape Town,https://juicy-adult.com/#/public/HkgnGxFERw,I am pleasant and a little shy.  I am looking for a man who is happy with life and likes to take the lead in the bedroom and the boardroom.,Not Given,Black,None
MysticalBabe,26,Cape Town,https://juicy-adult.com/#/public/S1ZyGcERyB,I am a 26 year old Master's student. Looking for someone to help ease the stress.,Not Given,Black,None
tattedbabe,26,Cape Town,https://juicy-adult.com/#/public/HklO4uKOgB,"I am artistic and creative, especially when working with tattoo designs. I love spending time in nature, as well as lounging by the pool.  I am looking for a man who is open minded and looking to have fun.  I am very experimental and enjoy everything about the human form.","1.56m (5' 1"")",Dark blonde,More than one
CantBeTamed,26,Cape Town,https://juicy-adult.com/#/public/H1loxxUJMB,"I can never be tamed. I love to meet new people. If you want to hit me up for casual fun, feel free to do so!",Not Given,Black,More than one
NurseCindy,28,Cape Town,https://juicy-adult.com/#/public/rJx4fzXTRV,I'm not a nurse but i do love role-playing and playing a naughty nurse is my favorite. Message me if you would be into that ;),Not Given,Black,None
PrincessGrace,28,Cape Town,https://juicy-adult.com/#/public/rJ9hVri3w,I am a sexy woman with many talents. One of those talents is that I can be a bad and good girl. It is all up to you to decide which one you want.,Not Given,Black,Earrings
RaunchyRochelle,32,Cape Town,https://juicy-adult.com/#/public/Hy4yRWXTA4,"Fun girl from the Plain. If you're looking for a good time, look no further, come in my DM.",Not Given,Not Given,Not Given
MishkaBabe,31,Cape Town,https://juicy-adult.com/#/public/HkvAnSvlH,"I am a sweet lady, looking for a potential guy I can have long-term fun with.",Not Given,Light brown,Earrings
MissFancy,30,Cape Town,https://juicy-adult.com/#/public/H1xqKZAhgB,"Full of life and full of body, only need a ""G"" to explore my body.   Curves in all the lovely places",Not Given,Not Given,None
freakynature,30,Cape Town,https://juicy-adult.com/#/public/SybLYWm60E,"I have always thought of my body as a canvas to be played with! Don't be too shocked to find quite a large number of tattoos on my body, and a few naughty secret piercings! I am here looking for guys about my age or older for playtime, zero commitments please!","1.72m (5' 8"")",Black,More than one
iTalTalia,30,Cape Town,https://juicy-adult.com/#/public/rkIHH5EAkS,Single and horny! Out to find a man to fill all the gaps that I have in my life! I am a naughty kitten and would love to find a guy to pet and stroke me to heaven and back!,"1.67m (5' 6"")",Black,More than one
lovenpassion,30,Cape Town,https://juicy-adult.com/#/public/ByzlcnlbS,My husband divorced me because I put on weight after my three children. What he missed out on is my high sex drive and me being happy in my own skin.,Not Given,Not Given,Not Given
Nomcebo,31,Cape Town,https://juicy-adult.com/#/public/HyHQyKV0v,Kinky submissive slave looking for my Master for fun times! Just recently got into BDSM and I am loving it so far! Eager to learn more!,Not Given,Black,More than one
FrenchSlayer,31,Cape Town,https://juicy-adult.com/#/public/rJzNGuyEw,"A vision on a magazine, but I offer more than just my good looks and erotic taste in pleasure..... I am more interested in finding out about you though....",Not Given,Black,Tattoo
Lovelybunn,26,Somerset West,https://juicy-adult.com/#/public/HklKvzPgU,"I love dancing and relaxing with good friends, but sometimes I miss having someone to be close to...",Not Given,Dark brown,Earrings
Subkitty,22,Somerset West,https://juicy-adult.com/#/public/r10klvOv8,looking for a sexually appealing master to show this sub how things get done,Not Given,Dark brown,Piercing
lBianca,32,Cape Town,https://juicy-adult.com/#/public/BJZwmniQU,A Zimbabwean Queen living in South Africa.,Not Given,Dark brown,Earrings
FoxyTracy,31,Cape Town,https://juicy-adult.com/#/public/HyCzc2lbr,Bitchy but honest. I know what I want in a man and I'm not here to waste time. Guys with photos only please!,Not Given,Not Given,Not Given
HoneyBloom,30,Cape Town,https://juicy-adult.com/#/public/rywjWM7aAV,"I am stuck in a sexless marriage. After I had our daughter, my husband lost all interest in sex. I am looking to satisfy my needs :)",Not Given,Not Given,Not Given
TastyLo,30,Cape Town,https://juicy-adult.com/#/public/r16NWAneH,Spicy and highly attractive. My personality and lust for the good things in life pull you in like a magnet.,Not Given,Not Given,Tattoo
babeSamantha,31,Cape Town,https://juicy-adult.com/#/public/G05vbZdkL,We are all here for the same thing so let's play and party! I'm interested in guys my age or older! Not interested in time-wasters!,"1.70m (5' 7"")",Black,Earrings
WTFMolly,33,Cape Town,https://juicy-adult.com/#/public/SJC7q401H,I live on my own and want to meet a nice man to keep me company and pleasure me. I don't mind experimenting and trying new things.,Not Given,Not Given,Not Given
StuckOnCiara,37,Cape Town,https://juicy-adult.com/#/public/Bk7-dYN0kS,married woman who wants to be dominated and treated like a sex slave. Message me if you are interested :),Not Given,Not Given,Not Given
Leehasthicklips,30,Cape Town,https://juicy-adult.com/#/public/Hy7qbQaRN,Message me and let's take it from there. I'm very kinky and very horny guy must be willing to make me squirt. I'm 34 and ready for fun.,Not Given,Black,More than one
EmpressNicole,29,Cape Town,https://juicy-adult.com/#/public/r1pEUO1lS,Hey gentlemen! Lets play a game or two. I am sure there are a few things I could teach you!,Not Given,Dark brown,More than one
DoraPlays,29,Cape Town,https://juicy-adult.com/#/public/HkR2YVCyr,I'm into dogging and all sorts of naughty outdoor fun! The thought of getting spotted while getting frisky in public gets me so horny! Holla if this is your thing too!,"1.64m (5' 5"")",Dark brown,Earrings
HCrush,27,Cape Town,https://juicy-adult.com/#/public/r1L_nT418,"I totally don’t mind mornings, and often annoy my colleagues by showing up to work in a good mood, singing “Gooooood mooooorning!!!”",Not Given,Black,Earrings
MustLoveCatsSA,22,Cape Town,https://juicy-adult.com/#/public/rybfdF401r,Sexy and fun loving girl looking for FWB kinda relationship. Don't be shy boys :),Not Given,Not Given,Not Given
rosepetalsx,28,Cape Town,https://juicy-adult.com/#/public/SygN53qFqB,Here for fun times! I am horrible at relationships so let's have a good time and that's that!,Not Given,Not Given,Not Given
BustItDown,31,Cape Town,https://juicy-adult.com/#/public/W3WWyqiOV,I love to keep things real. I am looking for someone with the same strong and unbothered energy like me. Together we will have endless fun! How does that sound?,Not Given,Auburn/Red,More than one
Bilhababe,36,Cape Town,https://juicy-adult.com/#/public/BkECvzxOL,"Have a look at my profile guys and give me a shout if you see anything that catches your attention! I'm not looking for anything too serious right now, just a good time would make me very happy!",Not Given,Not Given,More than one
LilBoujeeBabe,24,Cape Town,https://juicy-adult.com/#/public/HJVyY-02lS,"Take care of me and I will take care of you, if you are up for it, who can take off to a whole new world",Not Given,Dark brown,Tattoo
perkyblond,25,Camps Bay,https://juicy-adult.com/#/public/S1coKoJJr,You know what they say! Slim girls do it best! Can I tell you more?? Here for FUN and more FUN! I prefer guys that are much older than I am.,Not Given,Dark blonde,Earrings
citislicker,34,Camps Bay,https://juicy-adult.com/#/public/S1xeFs3dlB,"I am a lady who loves to take the lead.  I like a guy who is fun and not afraid to submit to my needs.  I am happy and successful and, if you share similar interests, I could make you happy too.","1.63m (5' 4"")",Black,Not Given
NasiegaH,29,Cape Town,https://juicy-adult.com/#/public/ryvTZXTC4,"I've been told i have a sweet face but i am the naughtiest thing you will ever meet. Come and say hi, i don't bite ;)",Not Given,Not Given,None
SweetSal,26,Cape Town,https://juicy-adult.com/#/public/rJguPbQpCN,"Come on down, where the water tastes sweet, dive into my ocean, bring your tongue to me...",Not Given,Not Given,Not Given
Physweetjuice,32,Cape Town,https://juicy-adult.com/#/public/SJ55WmpAV,"Simple girl looking for some fun, i'm tired of pretending to be someone i'm not. Deep down i'm a naughty girl who loves sex so come on guys, message me if you like a woman on top",Not Given,Not Given,Not Given
Yoginibabe,29,Cape Town,https://juicy-adult.com/#/public/H1AC_NRyH,"Sexy yogi looking to meet decent guys for regular NSA fun! Come on don't be shy, lets play and stretch :)",Not Given,Not Given,Not Given
ToughLoveR,32,Cape Town,https://juicy-adult.com/#/public/HJHRXhImw,I've got long hair and longer legs and all that yoga has made me very flexible! Whats your lordship?,Not Given,Dark brown,More than one
AnnieSporty,34,Cape Town,https://juicy-adult.com/#/public/r1YDOISOP,I'm into light bondage and enjoy getting dominated within reasonable limits! Getting tied up and dressing in sexy lingerie really gets me going!,"1.67m (5' 6"")",Black,Not Given
ProvacativeG,33,Cape Town,https://juicy-adult.com/#/public/B1l_d-CnlS,Promiscuous yet so pleasing. Full package and I cater to your needs. Bring me chocolates and watch me change the game,Not Given,Not Given,More than one
ElecticJes,30,Cape Town,https://juicy-adult.com/#/public/S1X0JYNRv,Daring And Bold.  The most daring thing is to be yourself and to do exactly what you want to do at that point in time and not to be worried about what other people are doing or what's popular.,Not Given,Dark blonde,More than one
Rachel777,23,Cape Town,https://juicy-adult.com/#/public/S1K3Ns4GP,Exotic And Expressive.,Not Given,Other,Piercing
ExecutiveHottie,30,Cape Town,https://juicy-adult.com/#/public/rksuFEAkr,"Hello guys, Who want to have some fun? I'm married and interested in some cybersex first and then we will see how it will goes ;)",Not Given,Not Given,Not Given
xxtinydirty,24,Cape Town,https://juicy-adult.com/#/public/Hy9AU7pRE,"All I want from this site is some dirty fun with guys about my age or older! I'm single and not looking for anything serious so if you are here for the same then get in touch, ASAP!!!",Not Given,Not Given,Not Given
FierceRedHead,30,Cape Town,https://juicy-adult.com/#/public/BygY-AneS,"There is something about a lady with red hair that just oozes sensuality. Its me, I am that redhead.",Not Given,Auburn/Red,Earrings
MarvelousMaris,24,Cape Town,https://juicy-adult.com/#/public/Sy37CQCJH,I am a pretty wild and rebellious girl. I am looking for someone to tame me with erotic pleasure.,Not Given,Black,More than one
SweetSash,25,Cape Town,https://juicy-adult.com/#/public/rygE2bQ60V,"I am single, tired of following the rules and want some fun in my life! If you looking for no strings attached maybe you are the one?",Not Given,Not Given,Not Given
Funkykitten,33,Cape Town,https://juicy-adult.com/#/public/Hkg4gdAgxS,"When it comes to the wonderful pleasures this life has to offer, I keep an open mind. Explore it my mind, explore it in my experience",Not Given,Black,Tattoo
TattieQueen,31,Cape Town,https://juicy-adult.com/#/public/TkraFme3_,I'm a crazy girl! Wild to the core! I can be a lot of fun too! I'm into a lot of naughty things too! Send me a message and I just might let you have a glimpse into this wonderful crazy life of mine!,Not Given,Black,More than one
SenoritaMaddy,25,Cape Town,https://juicy-adult.com/#/public/SJLWiuaYr,"I am an edgy lady, but trust me, it can be sexy. Looking for a sexy male companion.",Not Given,Not Given,More than one
queenAudie,25,Cape Town,https://juicy-adult.com/#/public/rkeywbQpRV,"I am a single girl, curvy and always up for a good naughty time! I enjoy outdoor sex, the adrenaline just drives me nuts! Swapping naughty photos is quite erotic too! xx","1.69m (5' 7"")",Black,Earrings
MamacitaA,32,Cape Town,https://juicy-adult.com/#/public/HJbn4becgB,"Mamacita that clearly gets recognized as a full package. No breakfast, lunch or snacking business, because I am the real deal ;)",Not Given,Blonde,Tattoo
lickieTasha,26,Cape Town,https://juicy-adult.com/#/public/SyGzB9VC1r,"I could make you feel a lot of nice things with my mouth and tongue! ;-) I'm a fun-loving girl, looking for guys a bit older than I am for mutual benefit relationship and fun! NO COMMITMENTS!","1.65m (5' 5"")",Not Given,Earrings
pinksparkles,26,Cape Town,https://juicy-adult.com/#/public/r13238OhI,I am sweet and caring and fun to be around.  I have a naughty streak and am looking for a good teacher to learn and explore exciting and pleasurable bedroom antics.,Not Given,Dark brown,Not Given
TastyPineapple,29,Strand,https://juicy-adult.com/#/public/Hkx-L6h4bB,"You would be able to tell i have been eating my pineapples, cause my tootsie tastes like pineapples",Not Given,Not Given,Not Given
BustyBooty,24,Strand,https://juicy-adult.com/#/public/S1Mv6nV-r,I love to give you a great view and make sure you don't lift any finger beside your dick,Not Given,Dark brown,Earrings
EnjoyMexx,34,Cape Town,https://juicy-adult.com/#/public/t6t0yIcVX,"Thick, busty and full of sugar! Out to find a guy that can handle me really well and pleasure my body so much!",Not Given,Black,More than one
sunbunny,30,Cape Town,https://juicy-adult.com/#/public/BJzeHa28B,"I have a bunch of tattoos on my body so if this is a put off for you then you are better off looking for another girl! Other than that, the phrase ""A lady in the streets but a freak in the sheets"" totally applies to me!",Not Given,Black,More than one
SecretGiggle,23,Cape Town,https://juicy-adult.com/#/public/ByiGvG0AE,Calling all MEN looking for a sweet girl to spoil. I'm a sexually inexperienced business student who wants to meet kind and generous men. Message me :),Not Given,Not Given,Not Given
Dreamzet,31,Cape Town,https://juicy-adult.com/#/public/BJ7SA_ekD,"I love receiving attention from my man. Spoil me with your time, and attention and I will give you the best nights of your life.",Not Given,Black,Earrings
BootyliciousAna,37,Cape Town,https://juicy-adult.com/#/public/H173IMQpAN,If you enjoy having a big and beautiful black woman sit on your face then get at me. Guaranteed pleasure!!,Not Given,Black,Tattoo
sexyhuny,28,Cape Town,https://juicy-adult.com/#/public/Bkej0KNRJS,Young sexy South African girl looking to connect with a young attractive man ;),Not Given,Not Given,Piercing
tittyteaser,36,Cape Town,https://juicy-adult.com/#/public/Hy-MmPNoeB,I am a bored housewife looking to have some daytime fun.  I am intrigued by a man in uniform.,Not Given,Not Given,Not Given
EveSupreme,27,Cape Town,https://juicy-adult.com/#/public/SJglfuRglB,I am a sensual bodylicious mamma who loves to treat her sub with care. I am down to open minded and easy to get along with.,Not Given,Not Given,Piercing
PrettymamaZee,26,Cape Town,https://juicy-adult.com/#/public/BJ_Q93eZB,"Free spirited, open minded person, adventurous in and out of the bedroom ;)",Not Given,Not Given,Not Given
kissesforkim,26,Cape Town,https://juicy-adult.com/#/public/HJemszXaAV,"Hi guys, My name is Kim and here after a hard break up. Any guys willing to give me a shoulder to cry on? Mature guys of any race are welcome.",Not Given,Dark brown,None
VeryMuchVanessa,29,Cape Town,https://juicy-adult.com/#/public/HJz0t4RyS,I am a busty brunette... I am recently separated so I am looking for fun.,Not Given,Not Given,Tattoo
lickyLu,28,Cape Town,https://juicy-adult.com/#/public/S1eaK4CyS,"Lucy is a fiery woman that knows how to have a great time! Energetic in and out of the bedroom! Loves Oral, kissing and a bunch of other things too! Message me if you feel that we could do something wild and exciting together! x","1.64m (5' 5"")",Auburn/Red,More than one
Curlizle,26,Cape Town,https://juicy-adult.com/#/public/J98nvJL3d,"Seeking a male companion who is humble, and would not mind being my muse. :)",Not Given,Not Given,Not Given
AnneHendrix,29,Cape Town,https://juicy-adult.com/#/public/rJgTo-QTAV,Hey all you sexy guys out there. I'm a loving warm girl always open for an adventure. I am looking for either a relationship or sex. I love sex and I love exploring positions ;),Not Given,Not Given,More than one
CyberGypsy,30,Cape Town,https://juicy-adult.com/#/public/H1imVcNAyr,I'm seeking sexy males here who know how to party and chill. Let's do this :),Not Given,Blonde,Not Given
